title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-g,item
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-g,individual
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-g,certain dependents
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-g,alaska
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-g,tin
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-g,child
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-g,account
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-g,secretary
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-g,alaska permanent fund dividends
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-g,port
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-g,disability trust
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-g,dependen
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-g,subsection
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-g,parent
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,share
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,case
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,established securities market
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,ton
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,qualified foreign corporations
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,state
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,trust
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,form
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,the secretary
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,mine
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,mutual savings banks
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,taxpayer
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,share of stock
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,investment
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,fund
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,table
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,estate or trust
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,entities
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,states
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,entity
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,corporations
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,market in the united states
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,securities market
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,stock
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,mark
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,corporation exempt from tax under section 501
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,foreign
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,real estate investment trust
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,this section
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,factory
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,partners
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,surrogate foreign corporation
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,real estate
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,foreign corporations
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,foreign corporation
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,maker
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,ally
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,domestic corporations
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,a corporation
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,united states
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,possession of the united states
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,act
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,banks
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,the united states
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,company
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,estate
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,interest in a partnership
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,pass-thru entities
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,investment company
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,tin
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,mutual savings bank
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,account
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,treaty
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,bank
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,partner
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,an s corporation
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,secretary
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,c corporations
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,corporation
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,vin
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,c corporation
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,port
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,tax treaty
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,domestic corporation
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,securities
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,subsection
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,real estate investment trusts
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-h,son
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-i,case
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-i,taxpayers
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-i,the secretary
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-i,mine
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-i,taxpayer
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-i,table
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-i,tin
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-i,secretary
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-i,vin
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-i,000
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-i,subsection
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,case
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,state
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,lot
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,trust
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,married
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,the secretary
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,mine
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,estates
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,married individuals
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,table
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,estate or trust
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,states
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,spouse
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,individuals
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,"december 31, 2017"
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,this section
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,gas
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,surviving spouse
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,married individuals filing separate returns
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,unmarried individuals other than surviving spouses and heads of households
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,individual
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,unmarried individuals
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,estate
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,married individuals filing joint returns
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,tin
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,spouses
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,secretary
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,vin
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,unmarried individual
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,000
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,surviving spouses
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,head of a household
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,subsection
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,heads of households
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,other individual
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,household
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-1_subsection-j,son
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-a,home
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-a,case
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-a,taxpayers
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-a,state
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-a,married
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-a,mine
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-a,taxpayer
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-a,states
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-a,spouse
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-a,dependent
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-a,surviving spouse
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-a,combat zone
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-a,united states code
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-a,deceased spouse
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-a,individual
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-a,united states
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-a,act
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-a,the united states
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-a,tin
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-a,stepdaughter
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-a,vietnam conflict
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-a,vin
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-a,dependen
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-a,subsection
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-a,household
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-a,stepson
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-a,son
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-b,home
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-b,father
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-b,taxpayers
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-b,married
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-b,form
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-b,mine
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-b,resident alien
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-b,taxpayer
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-b,spouse
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-b,alien
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-b,individuals
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-b,dependent
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-b,person
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-b,ally
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-b,surviving spouse
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-b,individual
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-b,other person
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-b,nonresident alien
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-b,child
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-b,vin
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-b,mother
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-b,dependen
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-b,head of a household
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-b,subsection
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-b,resident
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-b,household
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-b,son
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-c,married
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-c,individuals
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-c,individual
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-d,case
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-d,resident alien
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-d,alien individual
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-d,alien
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-d,individual
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-d,nonresident alien individual
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-d,nonresident alien
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-d,resident alien individual
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-2_subsection-d,resident
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-3_subsection-a,taxpayers
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-3_subsection-a,the secretary
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-3_subsection-a,mine
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-3_subsection-a,taxpayer
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-3_subsection-a,table
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-3_subsection-a,heir
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-3_subsection-a,individuals
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-3_subsection-a,this section
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-3_subsection-a,item
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-3_subsection-a,individual
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-3_subsection-a,secretary
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-3_subsection-a,000
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-3_subsection-b,state
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-3_subsection-b,trust
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-3_subsection-b,estate or trust
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-3_subsection-b,this section
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-3_subsection-b,individual
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-3_subsection-b,estate
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-3_subsection-b,tin
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-3_subsection-b,account
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-3_subsection-b,son
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-3_subsection-c,this section
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-3_subsection-d,mine
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-3_subsection-d,this section
title-26_subtitle-A_chapter-1_subchapter-A_part-I_section-3_subsection-d,individual
title-26_subtitle-A_chapter-1_subchapter-A_part-II_section-11_subsection-a,corporation
title-26_subtitle-A_chapter-1_subchapter-A_part-II_section-11_subsection-b,subsection
title-26_subtitle-A_chapter-1_subchapter-A_part-II_section-11_subsection-c,companies
title-26_subtitle-A_chapter-1_subchapter-A_part-II_section-11_subsection-c,state
title-26_subtitle-A_chapter-1_subchapter-A_part-II_section-11_subsection-c,trust
title-26_subtitle-A_chapter-1_subchapter-A_part-II_section-11_subsection-c,mutual savings banks
title-26_subtitle-A_chapter-1_subchapter-A_part-II_section-11_subsection-c,life insurance
title-26_subtitle-A_chapter-1_subchapter-A_part-II_section-11_subsection-c,investment
title-26_subtitle-A_chapter-1_subchapter-A_part-II_section-11_subsection-c,insurance companies
title-26_subtitle-A_chapter-1_subchapter-A_part-II_section-11_subsection-c,corporations
title-26_subtitle-A_chapter-1_subchapter-A_part-II_section-11_subsection-c,insurance
title-26_subtitle-A_chapter-1_subchapter-A_part-II_section-11_subsection-c,investment companies
title-26_subtitle-A_chapter-1_subchapter-A_part-II_section-11_subsection-c,real estate investment trust
title-26_subtitle-A_chapter-1_subchapter-A_part-II_section-11_subsection-c,life insurance business
title-26_subtitle-A_chapter-1_subchapter-A_part-II_section-11_subsection-c,real estate
title-26_subtitle-A_chapter-1_subchapter-A_part-II_section-11_subsection-c,a corporation
title-26_subtitle-A_chapter-1_subchapter-A_part-II_section-11_subsection-c,banks
title-26_subtitle-A_chapter-1_subchapter-A_part-II_section-11_subsection-c,regulated investment companies
title-26_subtitle-A_chapter-1_subchapter-A_part-II_section-11_subsection-c,estate
title-26_subtitle-A_chapter-1_subchapter-A_part-II_section-11_subsection-c,insurance business
title-26_subtitle-A_chapter-1_subchapter-A_part-II_section-11_subsection-c,tin
title-26_subtitle-A_chapter-1_subchapter-A_part-II_section-11_subsection-c,mutual savings bank
title-26_subtitle-A_chapter-1_subchapter-A_part-II_section-11_subsection-c,bank
title-26_subtitle-A_chapter-1_subchapter-A_part-II_section-11_subsection-c,corporation
title-26_subtitle-A_chapter-1_subchapter-A_part-II_section-11_subsection-c,vin
title-26_subtitle-A_chapter-1_subchapter-A_part-II_section-11_subsection-c,subsection
title-26_subtitle-A_chapter-1_subchapter-A_part-II_section-11_subsection-c,real estate investment trusts
title-26_subtitle-A_chapter-1_subchapter-A_part-II_section-11_subsection-d,case
title-26_subtitle-A_chapter-1_subchapter-A_part-II_section-11_subsection-d,foreign
title-26_subtitle-A_chapter-1_subchapter-A_part-II_section-11_subsection-d,foreign corporation
title-26_subtitle-A_chapter-1_subchapter-A_part-II_section-11_subsection-d,corporation
title-26_subtitle-A_chapter-1_subchapter-A_part-II_section-11_subsection-d,subsection
title-26_subtitle-A_chapter-1_subchapter-A_part-III_section-15_subsection-a,port
title-26_subtitle-A_chapter-1_subchapter-A_part-III_section-15_subsection-b,subsection
title-26_subtitle-A_chapter-1_subchapter-A_part-III_section-15_subsection-c,subsection
title-26_subtitle-A_chapter-1_subchapter-A_part-III_section-15_subsection-d,table
title-26_subtitle-A_chapter-1_subchapter-A_part-III_section-15_subsection-d,this section
